content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
Best time eater but still fun!,5,2025-02-11 01:58:25,positive,2,0.9928687214851379
Osm game play,5,2025-02-11 01:44:43,neutral,1,0.5020509958267212
"For a powerful game with more than30GB genshins Gameplay is the worst.There is a big world to explore,high graphics, nice views a lot of adventure,lot of charecters with different abilities. BUT the gameplay makes the game useless and boring and makes everything in the game unattractive because it is so easy to master with few abilities and combos for each charecter, enimies are too weak they dont make any challenge. UNLIKE Wuthering Waves, there are lots of combos,strong enimies,great fights in",2,2025-02-11 01:42:11,negative,0,0.991295576095581
it would be much better if the player will just have to choose one character and make it strong so player will have a variety of character he/she will have to choose instead of too many characters that needs to level up since there is many places and character players will not get bored,3,2025-02-11 01:34:18,negative,0,0.7996693849563599
It's a 30.962 GB game how you all are playing this,1,2025-02-11 01:18:18,positive,2,0.9200103282928467
Nice,5,2025-02-11 01:13:45,positive,2,0.7540208101272583
My server connection(Asia) is failing again and again while doing archon quest.can you fix the problem? Or I have to uninstall the game...,5,2025-02-11 01:12:09,negative,0,0.9939956068992615
Very cool experience and epic combat style and cool story really nice I have recommended to all my friends 10/10,5,2025-02-11 00:55:36,positive,2,0.9946892261505127
Well the game is cool and I don't have words to complement it so it's just perfect,4,2025-02-11 00:41:50,positive,2,0.9863472580909729
Being able to go from PC to Console to Mobile is awesome... Still not being able to use a controller on mobile is horrible. That is my biggest gripe other than that you know what you're playing. It's a Gatcha rpg.,3,2025-02-11 00:30:34,neutral,1,0.43446654081344604
Thanks for geving us best mobile game,5,2025-02-11 00:22:52,positive,2,0.9931079149246216
Best open world game with best graphics. I have never seen the Best graphics in the mobile games. I recommend this game very much.,5,2025-02-10 23:56:16,positive,2,0.9879339933395386
Love it,5,2025-02-10 23:26:58,positive,2,0.9876393675804138
Motamoti,3,2025-02-10 23:20:56,neutral,1,0.8421115875244141
"This game's audience isn't exactly clear in the beginning, but as a day one player, I can tell you that this game is and has always been made for casual players, so don't come in thinking it'll be a complex in depth fighting RPG. That being said though, for what it actually is, it's very good. The story is amazing at best and barely mid at worst, the simple combat is fun and doesn't get old, and the characters are all super diverse too. There's a character for everyone. Highly recommend!",4,2025-02-10 22:30:56,positive,2,0.9949760437011719
As a new player I get jean as a 5 star in all 90 pull. Game goes difficult and we need to play without any dps . I pull for arlechino and got jean in 90 pull for the first banner that I pull. That is so disappointing. I feel my investment of time in the game is not worth it now .,1,2025-02-10 22:28:13,negative,0,0.9872597455978394
Love the game🫶🏻,5,2025-02-10 22:23:27,positive,2,0.9762903451919556
It's a very good open world game the characters are cute and pretty are challenging yet manageable. The free roam is very speacious and the lore will pull you in.💯,5,2025-02-10 22:12:35,positive,2,0.9906285405158997
I like this game a lot but the only issue you really have to grind to get a 5 stars if you're a f2p.,5,2025-02-10 22:11:39,positive,2,0.8100973963737488
I love genshin,5,2025-02-10 21:56:52,positive,2,0.9362571239471436
Optimize some more so my phone doesn't heat into a ball of lava. S24 with the game on the lowest quality.,3,2025-02-10 21:48:53,negative,0,0.8283682465553284
Great,5,2025-02-10 21:34:36,positive,2,0.8082208037376404
Boring now..,2,2025-02-10 21:30:29,negative,0,0.989753007888794
This game is always being my febarute game,5,2025-02-10 21:29:22,positive,2,0.9057822823524475
u ppl dont listen to ur audiences.,1,2025-02-10 21:18:49,negative,0,0.8518417477607727
Pretty favolius game,5,2025-02-10 20:55:30,positive,2,0.9598211050033569
Cool game,5,2025-02-10 20:52:34,positive,2,0.965850293636322
Fix your pity system,3,2025-02-10 20:50:29,negative,0,0.9910491704940796
I love it,5,2025-02-10 20:46:01,positive,2,0.9829347729682922
It's good I finally fixed my problem with it,5,2025-02-10 20:33:10,positive,2,0.9527450799942017
Love this game,5,2025-02-10 20:28:56,positive,2,0.9875831007957458
♥️,5,2025-02-10 20:26:12,neutral,1,0.3864840567111969
"No end game content, a lot of the characters are locked due to the ""wishing"" system. I have been playing this game for a bit over a month, not the peaceful game i was expecting",1,2025-02-10 20:22:08,negative,0,0.8368448615074158
"It has become worse every update. Same boring things to do everyday, you guys haven't improved the game. I had to uninstall it.",1,2025-02-10 20:16:36,negative,0,0.9889553189277649
Worse optimization for a game,1,2025-02-10 20:15:09,negative,0,0.9731272459030151
Very fantastic u should play this,5,2025-02-10 20:10:31,positive,2,0.9897284507751465
This game is addicting,5,2025-02-10 20:01:13,positive,2,0.9783554077148438
I like this game,5,2025-02-10 19:46:52,positive,2,0.9825726747512817
I'm very satisfied on this game😊,5,2025-02-10 19:33:17,positive,2,0.9889858961105347
"The new gameplay just doesn't feel like the same way I started I starting to move away from the old medieval style now it's more like a blend of the past and the future it's just chaos,and it's starting to feel like a chore and not like a place to remove stress I miss the old genshin",1,2025-02-10 19:09:27,negative,0,0.7572488784790039
"Artifact RNG is too much, i played for 4 years, out of 12 character i really played only 3 actually well-built. There are tons of characters i wish to have built and more coming right?, why can't i set the prefered stat i want so i don't keep getting wrong one every time?, is the amount of player quiting not convince you yet?, also how many bot you use to keep the rating of this game high i'm curious, i thought the mass bad rate given to you during lantern rite teach you enough.",2,2025-02-10 19:07:08,negative,0,0.9916868805885315
wuwa better,3,2025-02-10 19:01:54,positive,2,0.7411796450614929
Good,5,2025-02-10 18:37:36,positive,2,0.8451585173606873
A best open world game what should I say about it?,5,2025-02-10 18:15:29,positive,2,0.9001935720443726
Good game,5,2025-02-10 18:01:25,positive,2,0.9216454029083252
No skip button on the side quests makes me want to go to wuwa and worst of all you don't listen to the player base so i lost hope in this game,1,2025-02-10 17:57:05,negative,0,0.992854654788971
op,5,2025-02-10 17:56:41,neutral,1,0.344841331243515
I love this game The best,5,2025-02-10 17:52:22,positive,2,0.9677414298057556
It's a fun game,5,2025-02-10 17:48:13,positive,2,0.9858771562576294
Exploration mechanics is so bad ..devs are creating a problem and selling the solutions only for a specific region and every new mechanics make old characters useless and will make you a need to pull for new characters for better experience,1,2025-02-10 17:44:21,negative,0,0.9970748424530029
Thats That's the best game i ever played,5,2025-02-10 17:27:05,positive,2,0.9716815948486328
My favourite game 💗,5,2025-02-10 17:12:31,positive,2,0.9232149720191956
Best,5,2025-02-10 17:11:58,positive,2,0.8424850702285767
He he игра по сути супер но из за вашей шадножсти она становится мусорка времени,2,2025-02-10 17:07:24,neutral,1,0.3593587577342987
It's very entertaining,5,2025-02-10 17:02:18,positive,2,0.9941655397415161
Happy,5,2025-02-10 16:57:28,positive,2,0.542241632938385
powerfull of kikir,5,2025-02-10 16:55:11,positive,2,0.573108434677124
"Hello. This game is so fun and good to play for kids or adults.. but.. at Archon quests the final ended.. The captain, Capitano shouldn't died... We miss him.. his skill and talented so strong enough.... Why? Why creator gi? :((",5,2025-02-10 16:42:52,positive,2,0.869250476360321
Op game fire game 👍👍👍,5,2025-02-10 16:27:56,negative,0,0.8904173970222473
"Building character terlalu lama, game kikir mending hsr",1,2025-02-10 16:22:01,neutral,1,0.9812706708908081
"Pretty good so far - but you can't interact with the dogs or cats at all. =( Seriously, why is there no option to pet the dogs or cats? Please add this feature at some point! =)",4,2025-02-10 16:04:21,neutral,1,0.8098215460777283
"In india, in Karnataka state the ping goes 500.",1,2025-02-10 16:04:19,neutral,1,0.7684596180915833
"this game makes me suffer so much, I'm always hard pity 70+ then lose 50/50 the 70+ again for guaranteed both character and banner and their rng on artifacts always in def, I'm grinding artifact for a year but my characters artifacts are still trash and the reward in the game is not generous",1,2025-02-10 16:02:59,negative,0,0.9899188280105591
"nice game, loving it",5,2025-02-10 16:01:33,positive,2,0.9753139615058899
Very fun with friends and also handsome / beautiful characters,5,2025-02-10 15:58:23,positive,2,0.9936189651489258
It is the best game I have ever played after ff,5,2025-02-10 15:56:17,positive,2,0.9850282669067383
"We deserve better, too many bug",1,2025-02-10 15:48:27,positive,2,0.655434787273407
Make the game offline because my parents don't give me to play online games,5,2025-02-10 15:40:57,neutral,1,0.5041319727897644
Wonderful,5,2025-02-10 15:33:00,positive,2,0.9457035660743713
I LOSE MY 50/50 IN ARLECCHINO BANNER. BRING HER BACK ON FUTURE BANNER,1,2025-02-10 15:16:28,neutral,1,0.7104921936988831
"BORING, IMAGE QUALITY IS SUCKS COMPARED TO OTHER GAMES, NO SKIP BUTTON, NO LOADOUTS, NO GOOD PATCHES, IVE SPENT A LOT OF MY TIME AND MONEY ON THIS GAME BUT IM DISAPPOINTED",1,2025-02-10 15:15:26,negative,0,0.9883995056152344
Best game,4,2025-02-10 15:10:35,positive,2,0.9188457727432251
"Context: take my review as a player who has been playing this game since launch. I think the actual polish and fun from what I got from this game when starting out is 5 stars absolutely. Over time, the primary reason for changing my review now to 3 stars is because to me, they rarely listen to the relevant feedback from players, and if they do, it release those changes years after. I think it's safe to say that this is most likely the path that Hoyoverse will eventually take in future games.",3,2025-02-10 15:09:57,positive,2,0.9516934752464294
Love this game style a bit and gameplay good so play this,5,2025-02-10 15:00:59,positive,2,0.9913359880447388
Good game,5,2025-02-10 14:18:22,positive,2,0.9216454029083252
"Intentionally long dialogs,cringy story, most characters are females and focused on females , very little amount of male characters. Garbage time consuming game",1,2025-02-10 14:02:42,negative,0,0.9968751668930054
Op game,5,2025-02-10 13:42:08,negative,0,0.6299222707748413
Best world exploreing and butiful character,5,2025-02-10 12:45:38,positive,2,0.9899082183837891
"Dear dev, you should know when you need to stop being greedy your game has high potential but it such a waste because how you run the game especially how you give us the players anniversary reward. I quit bye",5,2025-02-10 12:32:57,negative,0,0.9708310961723328
I LOVE IT SO MUCH- Barbara and Keqing are my favs ❤,5,2025-02-10 12:32:38,positive,2,0.9880549311637878
This is so. Good stories and adventures,5,2025-02-10 11:48:27,positive,2,0.9948487877845764
Good,5,2025-02-10 11:48:05,positive,2,0.8451585173606873
Amazing game,5,2025-02-10 11:43:59,positive,2,0.9409561157226562
Genshin Impact doesn't appreciate people's efforts in the game. Most of the time there is nothing to do after finishing the game.,2,2025-02-10 11:10:39,negative,0,0.7307634353637695
Fantastic game,5,2025-02-10 11:03:36,positive,2,0.9144170880317688
Gara gara nyari artifak gua pensi main genshin....nyari satu artifak yg pas dengan statnya aja sebulan gak dapet dapet.dah Hero yg di build banyak.buang buang waktu,2,2025-02-10 11:02:31,positive,2,0.7723374962806702
I love you all save the Genshin world 🌍,5,2025-02-10 10:39:46,positive,2,0.8967064619064331
Best game ever,5,2025-02-10 10:38:47,positive,2,0.915415346622467
"The game is really REALLY good in certain aspects like the story, art style, combat style and music. However the communication between the player base and the devs is terrible. The rewards are mid at best. I get that the game is targetted towards casual players but the state of gameplay is just so boring right now and nothing is being done to fix it. It's really fallen off and I don't have any excitement to play it anymore. This game is just not for me I guess. It's just not worthwhile anymore.",1,2025-02-10 10:38:33,negative,0,0.9938740134239197
Good game,5,2025-02-10 10:34:47,positive,2,0.9216454029083252
It's a great video game hard to get characters tho,5,2025-02-10 10:21:48,positive,2,0.6092568039894104
"The art seems nice and the story and characters as well, the only way to enjoy this game is if you become free to play, it's not worth it to spend on such a predatory game ...",1,2025-02-10 10:19:41,negative,0,0.9045803546905518
Good vrey fantastic,5,2025-02-10 10:16:27,positive,2,0.9517168998718262
Very fun and relaxing game.,5,2025-02-10 09:50:38,positive,2,0.9925352334976196
This game is open and very smooth game with high graphics I like this game,5,2025-02-10 09:03:17,positive,2,0.9932047128677368
لعبة رائعه لكن ينقصها اللغة العربية,4,2025-02-10 08:46:27,neutral,1,0.3864840567111969
Very fun,5,2025-02-10 08:39:30,positive,2,0.9932796359062195
You better give me ganyu today after I've been through to 73 pity,5,2025-02-10 08:10:38,neutral,1,0.6973945498466492
Very nice game,5,2025-02-10 07:50:27,positive,2,0.9416157603263855
This best game ever I play,5,2025-02-10 07:29:37,positive,2,0.9860180616378784
from dragon to a bike...mehh,1,2025-02-10 06:34:25,neutral,1,0.7943222522735596
"This game is great to be honest 👏 the character designs are peak. Some of the backstories of the characters are sad. The lore of the game is awesome. I used to think this game was boring to be honest getting some of the characters you wanted was hard the pitty system was really hard to understand, bit also a little unfair. Now I get the characters I want. Wich makes me pretty glad about the changes of the game. Natlan is really foun to explore. The updates are great. Keel it up Hoyoverse!",5,2025-02-10 06:30:44,positive,2,0.8587501645088196
Pay to play,1,2025-02-10 06:03:15,negative,0,0.5739498734474182
I hate the fanbase not the game like why are y'all hating on other games? Wuwa for example the last livestream are genshin players spamming hate messages on the game like do y'all even know how hard it was to develop the game? Genshin players that hate on wuwa are literally immature!,1,2025-02-10 06:00:33,negative,0,0.8785101771354675
"They've got 99 million dollars in 5.3 but they gonna give us 50 wishes in 5.4 , very Nice",1,2025-02-10 05:47:42,positive,2,0.94167560338974
I LOVE THIS GAME,5,2025-02-10 05:36:54,positive,2,0.9698373079299927
"its a very fun adventure game, i really like the lore of the game asuel",5,2025-02-10 05:35:37,positive,2,0.9907211065292358
Still no Controller support for Android in 2025. Bravo!,1,2025-02-10 05:22:14,negative,0,0.7745910882949829
"I can't make it past the loading screen, it notifies me that it's bugged so...",2,2025-02-10 05:13:35,negative,0,0.982089638710022
og's just better,5,2025-02-10 04:43:41,positive,2,0.9380725622177124
Graphicnya bagus,3,2025-02-10 04:27:26,neutral,1,0.8084793090820312
Op game,5,2025-02-10 04:14:32,negative,0,0.6299222707748413
"Игра мне понравилась за открытый мир, возможность исследовать интересные локации, за множество различных персонажей, со своим уникальным лором. Но в последнее время есть такое ощущение, что обновления убивают игру. А также, просто хочется чтобы разработчики чаще прислушивались к игрокам.",5,2025-02-10 03:27:49,negative,0,0.5868554711341858
Nice graphics,5,2025-02-10 02:23:21,positive,2,0.9751402735710144
The Best Game I have ever played ..,5,2025-02-10 02:16:39,positive,2,0.9169172048568726
Very gb game 😅😅😅 33gb,5,2025-02-10 02:00:39,negative,0,0.5018755197525024
Wow ooh lalah,5,2025-02-10 01:58:23,positive,2,0.9710970520973206
Nice game,5,2025-02-10 01:49:44,positive,2,0.870432436466217
bruhh why y'all only give me 2 weeks to do the lantern rite and remove it quicker than usual😭😭 I planned my time so I could do it tommorow morning since that's when events usually get removed in my time zone but I guess not anymore!!!!!! what is thisssss,1,2025-02-10 01:48:07,negative,0,0.9371102452278137
pay to win,1,2025-02-10 01:24:30,positive,2,0.59860759973526
"Ended the latest Lantern Rite event a day early, and after PSN outage. Disgusting",1,2025-02-10 00:57:24,neutral,1,0.6474927067756653
This is the gorgeous game I have ever played,5,2025-02-10 00:42:56,positive,2,0.9790274500846863
It's game is fun,5,2025-02-10 00:30:11,positive,2,0.9912087917327881
Good,5,2025-02-10 00:20:25,positive,2,0.8451585173606873
"This game is worth playing and it can run perfectly on my mid end device, Samsung A12 with less lag. But there should be a skip button.",4,2025-02-09 23:29:30,positive,2,0.7160364389419556
"I love this game with a burning passion!! No matter what i can always enjoy playing genshin impact everywhere I go, i think this game should deserve a reward and many more. Well enough of me gushing over this game i just want to say i recommend this game for people who likes elemental reactions and cool cutscenes but also amazing stories and characters!!!!",5,2025-02-09 23:01:49,positive,2,0.994885265827179
Good,5,2025-02-09 22:56:08,positive,2,0.8451585173606873
One of the best adventure games of all time it feels great,5,2025-02-09 22:55:49,positive,2,0.9927117824554443
Best game of life but lot of story please make ot lit bit short And if traveler can use sword with greatsword bow and pole that be the best,5,2025-02-09 22:44:37,positive,2,0.9852139353752136
Love it,5,2025-02-09 22:41:48,positive,2,0.9876393675804138
"I have always loved the game, I started playing in 2020 and I LOVE IT. Although I don't really like natlan, the quests were interesting. I like the character designs and the entire game design itself. Exploration is so much more fun with characters that have benefits with speed or flying. Overall one of the best games I have ever played :3",5,2025-02-09 22:40:58,positive,2,0.9930054545402527
Stop removing my login,1,2025-02-09 22:37:12,negative,0,0.5512232780456543
"Bad gacha rates, my acc always lose 50/50 with hard pity.",1,2025-02-09 22:28:05,negative,0,0.9356796741485596
This game is beautiful I love it so much,5,2025-02-09 21:51:22,positive,2,0.9884698390960693
nice,5,2025-02-09 21:22:01,positive,2,0.7540208101272583
Good game my Love,5,2025-02-09 21:20:23,positive,2,0.9761752486228943
Why are most of the characters white in Natlan? Where's the hot tans? Also... the story DESPERATELY needs a skip button...,1,2025-02-09 21:19:49,negative,0,0.8524371385574341
☺️☺️,5,2025-02-09 21:11:43,neutral,1,0.3864840567111969
I've😍,5,2025-02-09 21:09:55,neutral,1,0.5883573889732361
“Genshin Impact is the best period”✨,5,2025-02-09 20:23:13,positive,2,0.9572192430496216
"Really bad response from CS,I want play genshin again after stop play about a year because of work..and I have TMR so I asked CS and they didn't help at all 😂😂 they asked about UID, HOW CAN I REMEMBER MY UID? IF I GOT TMR IN WEBSITE AND GENSHIN LOGIN? LOL and they said my internet is problem? LMAAAOOO I can watch netflix, I can play steam games HAHAHAHAHA!..bye I'm going uninstall genshin and never play again!",1,2025-02-09 20:17:52,negative,0,0.9906986355781555
It's fantastic and all but it's best if it wasn't so expensive.,4,2025-02-09 20:13:22,positive,2,0.8649758696556091
Best,5,2025-02-09 19:46:57,positive,2,0.8424850702285767
fun game,5,2025-02-09 19:35:23,positive,2,0.9791926145553589
"I Love this, Adventures and more!",5,2025-02-09 19:04:08,positive,2,0.9742904901504517
Best game I've ever played,5,2025-02-09 17:58:01,positive,2,0.9523030519485474
"no gamepad support, too much on screen.",1,2025-02-09 17:56:36,negative,0,0.9912235736846924
I loved this game,2,2025-02-09 17:39:33,positive,2,0.8937581181526184
"it's a good game, but grinding will be a headache in late game.",4,2025-02-09 17:39:05,positive,2,0.5300406217575073
Awesome game,5,2025-02-09 17:33:03,positive,2,0.9652504920959473
You just need to spend more to enjoy,1,2025-02-09 17:08:50,positive,2,0.9464909434318542
Best possible game,5,2025-02-09 17:08:48,positive,2,0.7980961799621582
"The game is very good, splendid so many quality of live! highly and mighty recommend to people who love games in particular",1,2025-02-09 17:08:12,positive,2,0.9935125708580017
Very good 👍,5,2025-02-09 16:56:41,positive,2,0.9726731181144714
PLEASE FIX YOUR EMAIL VERIFICATION.,1,2025-02-09 16:54:12,negative,0,0.9953956007957458
Pretty long storyline for a massive game. Play if you like stories that take days to complete all of them. Or you could explore.,4,2025-02-09 16:52:49,positive,2,0.7897272706031799
scam,1,2025-02-09 16:42:14,negative,0,0.9852705001831055
"Really Mihoyo, couldn't wait for Sunday to end the event?",1,2025-02-09 16:28:40,positive,2,0.6569656729698181
Good,5,2025-02-09 16:02:11,positive,2,0.8451585173606873
love this game,5,2025-02-09 15:58:48,positive,2,0.9875831007957458
game rate less gacha,1,2025-02-09 15:48:42,negative,0,0.5865032076835632
It's the only game that I lasted playing the most,5,2025-02-09 15:43:32,positive,2,0.8925275802612305
This game is really good although it does take up some storage but the design is just mwhaw too good to be true,5,2025-02-09 15:27:26,positive,2,0.7838121652603149
ok,5,2025-02-09 15:25:12,neutral,1,0.6337649822235107
"I still cannot log in to my acc why this keep happening, i really love your game please fix this 😭😭😭",5,2025-02-09 15:21:12,neutral,1,0.6805630922317505
AMAZING I play this a lot on pan BUT my only issue is the Adventure rank 50 ascension domain. I prepare a good team and get to the end and kill the boss but it says challenge failed however I feel it's 120 second timer isn't really enough time to develop a strategy and it's honestly really really frustrating,4,2025-02-09 15:08:31,negative,0,0.6057792901992798
Amazing game and story. It just falls short on the pity system and daily quest chores.,3,2025-02-09 14:56:37,positive,2,0.9630478620529175
This game is full,5,2025-02-09 14:44:02,positive,2,0.9133263826370239
I can't explain this game this 1st game is I see in my life exstream good,5,2025-02-09 14:36:34,positive,2,0.9844385981559753
It is 33gb but worth it,5,2025-02-09 13:53:06,positive,2,0.8977433443069458
Genshin Could never,1,2025-02-09 13:46:31,neutral,1,0.412103533744812
"I don't like this joke of a game anymore. Why the hell did you guys ended the event before sunday. Most of the quest and events i do on sunday. And it's always ends on Monday. You devs don't have any consideration for players. Joke of a schedule you guys have. Most of my friends stopped playing, and I think it's for me to quit too...",1,2025-02-09 13:35:50,negative,0,0.9666343927383423
Very great game. 10/10,5,2025-02-09 13:34:14,positive,2,0.9672236442565918
I like genshin graphic and world.It make me feel like the game that I never play before but the problem is it take too many space in my phone if you make genshin less space it will be awesome.,5,2025-02-09 13:26:45,positive,2,0.8190904855728149
"Game babi, pity 70 lebih dpt qiqi, mana di banner chronicle",1,2025-02-09 13:23:41,neutral,1,0.9302700757980347
Don't play this game. When you log in. you have to wait for the expired code,1,2025-02-09 13:23:11,negative,0,0.9717971086502075
It's beautiful!,5,2025-02-09 13:20:08,positive,2,0.9784355163574219
Fun,5,2025-02-09 13:12:51,positive,2,0.9832187294960022
Pretty good,5,2025-02-09 13:06:54,positive,2,0.9578709006309509
goood,5,2025-02-09 13:03:39,positive,2,0.9736455678939819
I love the game but hate the fan service! Make the female characters have more coverage until it's intentional..,4,2025-02-09 12:41:33,neutral,1,0.575176477432251
Perfect 👌,5,2025-02-09 12:28:32,positive,2,0.8968794941902161
I'm so lucky in this game,5,2025-02-09 12:23:02,positive,2,0.9863266944885254
Very fun! I love exploring!,5,2025-02-09 12:15:04,positive,2,0.9875388145446777
♥,5,2025-02-09 11:59:32,neutral,1,0.3864840567111969
Good,5,2025-02-09 11:53:32,positive,2,0.8451585173606873
Good but it was a little glitchy when you play on iPad. Good game tho and I recommend it if you like adventure and a challenge,4,2025-02-09 11:09:20,neutral,1,0.8562207818031311
I like the game,5,2025-02-09 11:09:04,positive,2,0.9715182185173035
"It was a fun ride but like a toxic relationship, you don't know how much it can hurt you until you leave.",4,2025-02-09 11:06:37,neutral,1,0.8827633857727051
its very cool adventure and you shuld try it,5,2025-02-09 10:51:50,positive,2,0.736697256565094
Great expirience. Good game to invest your time into and overall worth the smount of storage it takes up.,5,2025-02-09 10:51:32,positive,2,0.9594594836235046
Cool,5,2025-02-09 10:45:34,positive,2,0.8899548053741455
Wish there was more co op modes but good game play,4,2025-02-09 10:19:05,positive,2,0.8474815487861633
I love Scaramouche.,5,2025-02-09 10:13:37,positive,2,0.8918742537498474
Once Best Gacha Game and than become Greedy didn't listen to players and make the Game too much fan Service,1,2025-02-09 10:05:43,negative,0,0.8717431426048279
Good game I like the fact that we don't have to spend money there is whole world to explore,4,2025-02-09 10:01:05,positive,2,0.987730085849762
goodgg,5,2025-02-09 09:20:41,positive,2,0.8934638500213623
Very good,5,2025-02-09 09:06:26,positive,2,0.9726731181144714
"Por favor, coloque suporte para controle!",3,2025-02-09 09:05:16,positive,2,0.8620667457580566
Cause of how long and hoq much storige it needs,1,2025-02-09 08:24:39,neutral,1,0.7269479036331177
ORATRICE MECANIQUE D'ANALYSE CARDINALE and “IS THIS WHAT JUSTICE MEANS TO YOU?! ANSWER ME NEUVILLETTE!”,5,2025-02-09 08:11:25,neutral,1,0.469218373298645
"As an on and off player, it's great. The game is just really fun tbh, but one critism. I wish they could have some more content, not battle content. Maybe just some more fun new minigames, like what they did with windtrace. IMO I find that more fun than, killing everything. Other than that, stellar game.",4,2025-02-09 07:53:23,positive,2,0.9318262934684753
"Even though it's a good game with a great story and amazing characters. I would still opt for Honkai: Star rail, Honkai: Impact 3rd, and Wuthering Waves more. Genshin Impact has bad rewards for the amount of time and effort the player gives towards the game. Summary : Genshin Impact is a good game but has bad rewards for the player. Recommended for players who are looking for a game with great story and amazing character designs.",2,2025-02-09 07:37:29,negative,0,0.8811707496643066
so much fun!,3,2025-02-09 07:13:10,positive,2,0.9928039908409119
give free primo gens playing with my family and the other side I don't know,5,2025-02-09 07:04:00,neutral,1,0.4790216386318207
I love it,5,2025-02-09 06:54:54,positive,2,0.9829347729682922
This game did not even load at all like I did not get to play because I'm on mobile like fix it if your on mobile don't even try to play,1,2025-02-09 06:23:33,negative,0,0.9902225732803345
It's very fun to play.for me the story and the game play really caught my attention,5,2025-02-09 06:16:22,positive,2,0.993906557559967
I like this game but I can't even get it sometimes due to it having to much data,3,2025-02-09 06:13:08,positive,2,0.6214001178741455
Great game,5,2025-02-09 06:11:23,positive,2,0.8912327289581299
"I have been playing for 8 months and it is getting boring. The events are all the same. Artifacts are pain to farm. Natlan region doesnt represent African culture. The resin we get is never enough for anything. We barely get any primos, even in Lantern Rite. Some quests are so long and we cant skip. Without cons, characters feel undone. Scam banners. Crystals are expensive. Overall, too repetitive, overwhelming and tiring. I'd recommend WuWa. Its more rewarding and they care about their players.",2,2025-02-09 06:06:51,negative,0,0.9587559103965759
"Love the game, fun events and awesome characters. There are some small pet peeves like how all the characters are pretty white, but I play for content and the content is great. If you like Zelda you'll like this game.",5,2025-02-09 05:58:26,positive,2,0.9888430833816528
Genshin Impact keep lagging on my phone,3,2025-02-09 05:38:59,negative,0,0.9884955883026123
nice game,4,2025-02-09 05:32:08,positive,2,0.870432436466217
I love zhong my daddy,5,2025-02-09 04:12:38,positive,2,0.9077559113502502
"for how many year ive played this game, its kinda cashual basic the boss fight you even can dodge, i would prefer wuthering waves, the difference is huge, genshin is for kids",1,2025-02-09 03:32:41,neutral,1,0.3957271873950958
Stingy gacha and extremely grindy when it comes to enhancing characters and weapons as well. Daily quest rewards are just spare change and you cant refresh said quests. Events and quests are full of long and unskippable dialogue.,1,2025-02-09 03:20:08,negative,0,0.988937258720398
This is the best game I have played 💫😇,5,2025-02-09 03:15:45,positive,2,0.9780067205429077
I don't like how you can't obtain past event weapons again. It's unfair for new players,1,2025-02-09 03:02:08,negative,0,0.9869513511657715
"Just downloaded it on my new phone after stalling on doing it because of storage. My storage is fine right now with the app, but every time I get to ""verifying file"", it kicks me out of the app. I don't know if this is a glitch or it's just my phone, but if it's something to do with the app, please fix it.",3,2025-02-09 02:57:31,negative,0,0.9949281215667725
"No proper indicators for buff, Have to go to katherine to collect daily 20 primos, Most mats can only be farmed on certain days, very bad traverse compared to most other OW games, bad stamina system, No pity indicators/counter, No artifact loadout, Non toggleable constellation, No 120fps option, no controller support coz apple deal, disgustingly greedy,Fomo events, important lore in limited events, VERY BAD Lip sync, Ping affecting single player experience, bad storytelling, the greed of devs 💀",1,2025-02-09 02:50:01,negative,0,0.9966751337051392
"It's a fun game if you like rpg games, yet it also can be quite tiring after a small period of time. While the there are so many wonderful characters with incredible designs, storytelling, and lore. The one thing that I will nit-pick at is certainly with the resin, sure the resin cap did go up to 200. Yet it takes 8 minutes for 1 resin to return out of 200 if you used all your resin. Another then that, it's a good game to play if you're looking for something to pass time by and stuff.",4,2025-02-09 02:22:29,positive,2,0.9882168173789978
The game took hours to load i watched about 6-9 movies and it's lagging alot,1,2025-02-09 02:21:48,negative,0,0.991730272769928
Gooner game bring back Cai Haoyu,1,2025-02-09 02:11:47,neutral,1,0.5173166990280151
Best game I have played sioo far,5,2025-02-09 02:11:47,positive,2,0.9641709327697754
Very very interesting game,5,2025-02-09 02:06:03,positive,2,0.9595699906349182
Super ra babu,5,2025-02-09 02:05:52,positive,2,0.7222505807876587
Dehya 4 star NOW doesn't deserve 5 star 🙏,1,2025-02-09 01:57:24,negative,0,0.9387859106063843
I uninstalled because it doesn't support Arabic. Please add Arabic. The game is the best game ever.,1,2025-02-09 01:40:27,positive,2,0.8550805449485779
never comeback until skip button available,1,2025-02-09 01:18:48,negative,0,0.8023039698600769
Best game i havw ever played in my life,5,2025-02-09 01:12:49,positive,2,0.9709265232086182
"Great game, the story, character development,map, and exploration are great. BUT. it doesn't support 120 fps and a controller IDK WHY please make controller and 120fps happen in the game",4,2025-02-09 01:00:37,positive,2,0.7450957894325256
"Game download speed and the size are in different units.. kbps & mbps respectively. This makes it difficult to think about the est. time required - which is the key thing that's important to me.. don't you think!? Probably consider adding that, please 🙏",5,2025-02-09 00:59:06,negative,0,0.5778828263282776
Another world you will like it,5,2025-02-09 00:46:54,positive,2,0.9927136301994324
Amazing and shockingly good 👍,5,2025-02-09 00:43:17,positive,2,0.9680744409561157
