Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State
Electronics,Smartwatch,1,Cash on Delivery,2,Disappointed,Kerala
Books,Children's Book,5,UPI,3,Average,Goa
Home & Kitchen,Cookware Set,1,Cash on Delivery,5,Fantastic quality!,Gujarat
Books,Biography,3,Cash on Delivery,4,Would buy again,Tamil Nadu
Electronics,Laptop,3,Credit Card,2,Quality could improve,Arunachal Pradesh
Clothing,Jeans,1,Debit Card,1,Waste of money,Sikkim
Beauty,Lipstick,2,Cash on Delivery,3,Okay product,Nagaland
Beauty,Perfume,5,Cash on Delivery,3,Average,Gujarat
Clothing,T-Shirt,2,Credit Card,2,Disappointed,Manipur
Beauty,Lipstick,3,Cash on Delivery,2,Quality could improve,Tamil Nadu
Books,Biography,3,Cash on Delivery,5,Worth every rupee!,Arunachal Pradesh
Books,Children's Book,5,Credit Card,3,Okay product,Uttarakhand
Books,Science Textbook,5,Credit Card,2,Not satisfied,Rajasthan
Beauty,Lipstick,5,UPI,2,Quality could improve,Uttar Pradesh
Home & Kitchen,Mixer Grinder,3,UPI,3,Not bad,Mizoram
Electronics,Laptop,2,Credit Card,5,Worth every rupee!,Rajasthan
Clothing,Jacket,3,Cash on Delivery,3,Okay product,Sikkim
Clothing,Jeans,2,UPI,1,Waste of money,Tamil Nadu
Home & Kitchen,Air Fryer,3,Credit Card,4,Value for money,Sikkim
Beauty,Hair Dryer,4,Debit Card,5,Highly recommend!,Bihar
Books,Comics,2,UPI,5,Highly recommend!,Madhya Pradesh
Books,Science Textbook,4,Credit Card,4,Satisfied with the product,Tamil Nadu
Home & Kitchen,Vacuum Cleaner,5,Credit Card,4,Satisfied with the product,Jharkhand
Beauty,Face Cream,5,Debit Card,5,Fantastic quality!,Manipur
Electronics,Laptop,2,Cash on Delivery,2,Quality could improve,Arunachal Pradesh
Clothing,Jacket,3,Debit Card,3,Average,Punjab
Home & Kitchen,Water Purifier,2,Debit Card,4,Would buy again,Andhra Pradesh
Beauty,Shampoo,1,Cash on Delivery,5,Loved it!,Arunachal Pradesh
Electronics,Headphones,4,Cash on Delivery,4,Would buy again,Tripura
Books,Science Textbook,2,Debit Card,4,Satisfied with the product,Madhya Pradesh
Electronics,Smartwatch,1,Credit Card,4,Satisfied with the product,Tripura
Books,Children's Book,1,Credit Card,2,Not satisfied,Gujarat
Clothing,Jeans,5,Credit Card,2,Not satisfied,Haryana
Clothing,Jeans,5,Cash on Delivery,5,Fantastic quality!,Kerala
Clothing,Jacket,3,Cash on Delivery,3,Fair deal,Haryana
Electronics,Tablet,2,UPI,1,Terrible experience,Gujarat
Home & Kitchen,Vacuum Cleaner,5,UPI,2,Quality could improve,Assam
Beauty,Hair Dryer,1,Debit Card,2,Disappointed,Andhra Pradesh
Electronics,Smartwatch,3,Credit Card,4,Satisfied with the product,Maharashtra
Home & Kitchen,Cookware Set,2,UPI,2,Quality could improve,Andhra Pradesh
Beauty,Hair Dryer,2,Cash on Delivery,5,Loved it!,Andhra Pradesh
Books,Comics,5,Cash on Delivery,3,Not bad,Karnataka
Clothing,Jacket,2,Debit Card,1,Never buying again,Uttarakhand
Electronics,Headphones,2,Debit Card,3,Average,Gujarat
Electronics,Laptop,3,Cash on Delivery,2,Poor packaging,Sikkim
Electronics,Laptop,5,Cash on Delivery,5,Fantastic quality!,Sikkim
Electronics,Laptop,1,Credit Card,2,Quality could improve,Assam
Electronics,Smartwatch,1,Credit Card,4,Good quality,Haryana
Home & Kitchen,Mixer Grinder,5,UPI,1,Terrible experience,Bihar
Beauty,Lipstick,3,Credit Card,5,Highly recommend!,Uttar Pradesh
Electronics,Smartwatch,2,UPI,4,Satisfied with the product,Uttarakhand
Clothing,Sneakers,1,Debit Card,3,Fair deal,Uttarakhand
Books,Science Textbook,2,Debit Card,2,Disappointed,Sikkim
Beauty,Lipstick,2,Credit Card,5,Highly recommend!,Goa
Electronics,Laptop,1,Cash on Delivery,3,Not bad,Telangana
Beauty,Face Cream,1,Debit Card,1,Very bad product,Goa
Electronics,Tablet,1,Debit Card,4,Would buy again,Arunachal Pradesh
Books,Biography,1,Cash on Delivery,2,Quality could improve,Maharashtra
Books,Comics,2,Debit Card,2,Quality could improve,Mizoram
Books,Biography,3,Debit Card,2,Poor packaging,Bihar
Clothing,Jeans,3,Debit Card,3,Okay product,Uttarakhand
Home & Kitchen,Mixer Grinder,1,Debit Card,4,Good quality,Karnataka
Home & Kitchen,Water Purifier,1,Cash on Delivery,5,Excellent product!,Karnataka
Beauty,Perfume,4,Debit Card,3,Average,Nagaland
Electronics,Smartwatch,5,Credit Card,5,Highly recommend!,Rajasthan
Clothing,Sneakers,2,Credit Card,3,Could be better,Gujarat
Home & Kitchen,Air Fryer,2,Debit Card,2,Disappointed,Punjab
Clothing,Sneakers,1,Cash on Delivery,5,Excellent product!,Gujarat
Electronics,Smartphone,5,Cash on Delivery,4,Would buy again,Nagaland
Clothing,Jeans,5,UPI,2,Not satisfied,Madhya Pradesh
Clothing,Jacket,3,Debit Card,4,Pretty decent,Maharashtra
Clothing,Jeans,1,Debit Card,2,Poor packaging,Bihar
Home & Kitchen,Air Fryer,5,UPI,5,Highly recommend!,Haryana
Beauty,Shampoo,2,Debit Card,2,Poor packaging,Gujarat
Beauty,Hair Dryer,5,UPI,3,Average,Bihar
Electronics,Headphones,1,Credit Card,5,Worth every rupee!,Kerala
Electronics,Headphones,3,UPI,4,Good quality,Karnataka
Clothing,Sneakers,4,Credit Card,5,Loved it!,Goa
Beauty,Lipstick,5,UPI,5,Loved it!,Andhra Pradesh
Books,Biography,1,Credit Card,3,Could be better,Madhya Pradesh
Clothing,Saree,3,Cash on Delivery,3,Not bad,Rajasthan
Beauty,Lipstick,1,Cash on Delivery,2,Quality could improve,Karnataka
Books,Science Textbook,3,Debit Card,5,Fantastic quality!,Andhra Pradesh
Electronics,Laptop,4,UPI,1,Terrible experience,Madhya Pradesh
Home & Kitchen,Vacuum Cleaner,1,UPI,3,Could be better,Gujarat
Books,Science Textbook,5,Debit Card,4,Good quality,Manipur
Beauty,Face Cream,5,Debit Card,3,Average,Haryana
Beauty,Face Cream,3,Credit Card,1,Very bad product,Assam
Home & Kitchen,Vacuum Cleaner,2,Debit Card,2,Disappointed,Sikkim
Clothing,Sneakers,3,Cash on Delivery,3,Fair deal,Uttarakhand
Electronics,Laptop,4,Cash on Delivery,4,Good quality,Himachal Pradesh
Electronics,Headphones,5,UPI,5,Highly recommend!,Rajasthan
Beauty,Hair Dryer,1,UPI,3,Fair deal,Punjab
Electronics,Smartwatch,4,Debit Card,2,Quality could improve,Kerala
Clothing,T-Shirt,3,Cash on Delivery,2,Not satisfied,Arunachal Pradesh
Home & Kitchen,Mixer Grinder,1,Cash on Delivery,5,Fantastic quality!,Assam
Clothing,T-Shirt,1,UPI,1,Never buying again,Gujarat
Home & Kitchen,Water Purifier,5,UPI,5,Excellent product!,Maharashtra
Clothing,Jacket,4,UPI,3,Could be better,Jharkhand
Clothing,T-Shirt,2,Debit Card,2,Poor packaging,Tripura
Electronics,Smartphone,4,Cash on Delivery,5,Loved it!,Punjab
Electronics,Laptop,5,Debit Card,4,Value for money,Meghalaya
Home & Kitchen,Cookware Set,1,Debit Card,5,Fantastic quality!,Bihar
Electronics,Headphones,3,Debit Card,5,Fantastic quality!,Tamil Nadu
Books,Science Textbook,4,Debit Card,5,Worth every rupee!,Nagaland
Electronics,Laptop,5,Debit Card,3,Could be better,Uttar Pradesh
Electronics,Headphones,1,UPI,2,Not satisfied,West Bengal
Books,Fiction Novel,4,UPI,3,Average,Odisha
Home & Kitchen,Water Purifier,5,Cash on Delivery,4,Would buy again,Goa
Home & Kitchen,Air Fryer,2,Credit Card,3,Average,Himachal Pradesh
Electronics,Smartphone,5,Cash on Delivery,1,Defective item,Bihar
Books,Science Textbook,3,UPI,2,Disappointed,Punjab
Books,Comics,3,Cash on Delivery,4,Good quality,Karnataka
Beauty,Lipstick,5,UPI,2,Not satisfied,Rajasthan
Clothing,T-Shirt,1,Debit Card,1,Terrible experience,Tamil Nadu
Home & Kitchen,Air Fryer,1,Credit Card,3,Fair deal,Madhya Pradesh
Books,Comics,4,Credit Card,5,Worth every rupee!,Sikkim
Clothing,Saree,1,Credit Card,5,Loved it!,Tripura
Beauty,Perfume,1,Credit Card,3,Fair deal,Tamil Nadu
Books,Children's Book,4,Debit Card,2,Not satisfied,Chhattisgarh
Books,Comics,2,UPI,1,Waste of money,Karnataka
Home & Kitchen,Vacuum Cleaner,5,UPI,4,Satisfied with the product,Goa
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,4,Satisfied with the product,Rajasthan
Electronics,Smartwatch,4,Debit Card,4,Would buy again,Tripura
Home & Kitchen,Water Purifier,2,Debit Card,4,Would buy again,Tamil Nadu
Books,Fiction Novel,2,Cash on Delivery,5,Excellent product!,Karnataka
Clothing,Jacket,2,UPI,5,Excellent product!,West Bengal
Home & Kitchen,Cookware Set,4,Cash on Delivery,2,Disappointed,Sikkim
Clothing,Jeans,2,UPI,4,Would buy again,Meghalaya
Electronics,Smartphone,1,Credit Card,2,Not satisfied,Assam
Home & Kitchen,Water Purifier,5,Cash on Delivery,1,Terrible experience,Karnataka
Beauty,Perfume,4,Debit Card,4,Good quality,Andhra Pradesh
Beauty,Shampoo,1,Credit Card,1,Never buying again,Punjab
Clothing,Jacket,2,Cash on Delivery,1,Defective item,Odisha
Clothing,T-Shirt,4,UPI,3,Average,Manipur
Electronics,Tablet,2,Cash on Delivery,2,Product not as expected,Madhya Pradesh
Beauty,Perfume,5,Cash on Delivery,5,Highly recommend!,Mizoram
Home & Kitchen,Water Purifier,2,Credit Card,4,Would buy again,Rajasthan
Books,Fiction Novel,1,Credit Card,3,Not bad,Telangana
Books,Children's Book,2,Credit Card,2,Quality could improve,Haryana
Beauty,Face Cream,1,Credit Card,3,Okay product,Mizoram
Books,Biography,2,Credit Card,2,Not satisfied,Odisha
Electronics,Headphones,1,Credit Card,2,Disappointed,Tamil Nadu
Beauty,Hair Dryer,1,Debit Card,4,Would buy again,Andhra Pradesh
Clothing,Saree,1,Cash on Delivery,2,Product not as expected,Haryana
Beauty,Perfume,2,Credit Card,2,Poor packaging,Andhra Pradesh
Books,Fiction Novel,5,UPI,1,Terrible experience,Punjab
Home & Kitchen,Mixer Grinder,1,Credit Card,2,Poor packaging,Tripura
Home & Kitchen,Water Purifier,4,Debit Card,3,Average,Bihar
Books,Science Textbook,4,UPI,5,Excellent product!,Jharkhand
Clothing,Saree,1,Cash on Delivery,1,Defective item,Haryana
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,5,Highly recommend!,Telangana
Electronics,Headphones,3,Cash on Delivery,1,Never buying again,Maharashtra
Beauty,Shampoo,1,Debit Card,5,Loved it!,Tripura
Clothing,Jacket,3,UPI,5,Excellent product!,Haryana
Home & Kitchen,Mixer Grinder,1,Cash on Delivery,5,Excellent product!,Punjab
Clothing,Saree,3,Debit Card,1,Very bad product,Assam
Clothing,T-Shirt,5,Debit Card,3,Okay product,Arunachal Pradesh
Electronics,Headphones,4,Cash on Delivery,2,Not satisfied,Chhattisgarh
Electronics,Smartphone,2,Credit Card,3,Not bad,Kerala
Books,Fiction Novel,4,Cash on Delivery,3,Could be better,Meghalaya
Clothing,Sneakers,4,Debit Card,3,Fair deal,Jharkhand
Clothing,Saree,3,Credit Card,4,Value for money,Gujarat
Clothing,Jeans,1,Debit Card,2,Disappointed,Chhattisgarh
Beauty,Hair Dryer,3,Credit Card,2,Quality could improve,Madhya Pradesh
Books,Comics,3,Credit Card,2,Poor packaging,Gujarat
Clothing,Sneakers,2,Cash on Delivery,3,Okay product,Rajasthan
Clothing,Saree,5,Credit Card,2,Poor packaging,Arunachal Pradesh
Beauty,Shampoo,2,UPI,3,Average,Haryana
Home & Kitchen,Vacuum Cleaner,5,Debit Card,5,Excellent product!,Telangana
Books,Comics,1,Cash on Delivery,4,Would buy again,Punjab
Electronics,Smartphone,3,Credit Card,1,Terrible experience,Manipur
Electronics,Smartphone,4,Credit Card,1,Terrible experience,Telangana
Clothing,Sneakers,2,Credit Card,2,Not satisfied,Karnataka
Beauty,Perfume,4,Cash on Delivery,5,Worth every rupee!,Chhattisgarh
Books,Biography,5,UPI,2,Poor packaging,Himachal Pradesh
Electronics,Tablet,4,Cash on Delivery,1,Terrible experience,Karnataka
Clothing,T-Shirt,1,UPI,2,Product not as expected,Rajasthan
Beauty,Lipstick,2,Debit Card,3,Average,Uttar Pradesh
Electronics,Smartwatch,2,Debit Card,5,Excellent product!,Tripura
Clothing,Sneakers,2,UPI,3,Average,Arunachal Pradesh
Books,Fiction Novel,3,Credit Card,1,Terrible experience,Mizoram
Books,Biography,3,Debit Card,2,Product not as expected,Uttar Pradesh
Electronics,Smartphone,5,UPI,1,Waste of money,Maharashtra
Electronics,Tablet,4,Credit Card,4,Satisfied with the product,Rajasthan
Electronics,Laptop,1,Credit Card,5,Worth every rupee!,Uttarakhand
Home & Kitchen,Vacuum Cleaner,4,Cash on Delivery,5,Loved it!,Jharkhand
Books,Science Textbook,1,Debit Card,5,Worth every rupee!,Tripura
Electronics,Headphones,2,UPI,4,Good quality,Andhra Pradesh
Clothing,T-Shirt,2,Credit Card,1,Very bad product,Haryana
Beauty,Hair Dryer,4,Debit Card,4,Pretty decent,West Bengal
Home & Kitchen,Air Fryer,1,Cash on Delivery,2,Quality could improve,Telangana
Beauty,Face Cream,3,UPI,2,Quality could improve,Karnataka
Books,Science Textbook,5,Debit Card,4,Value for money,Karnataka
Books,Fiction Novel,5,Credit Card,2,Not satisfied,Haryana
Clothing,Saree,3,Debit Card,3,Fair deal,Gujarat
Beauty,Perfume,3,UPI,4,Satisfied with the product,Nagaland
Beauty,Shampoo,4,Debit Card,3,Okay product,Arunachal Pradesh
Beauty,Face Cream,1,Cash on Delivery,2,Not satisfied,Sikkim
Home & Kitchen,Vacuum Cleaner,2,UPI,1,Terrible experience,Haryana
Home & Kitchen,Mixer Grinder,1,Cash on Delivery,2,Not satisfied,Uttar Pradesh
Clothing,T-Shirt,4,UPI,2,Quality could improve,Sikkim
Electronics,Laptop,3,Debit Card,4,Satisfied with the product,Tamil Nadu
Clothing,Jeans,5,Debit Card,5,Worth every rupee!,Telangana
Books,Science Textbook,1,Debit Card,2,Poor packaging,Haryana
Beauty,Lipstick,4,UPI,2,Product not as expected,Punjab
Clothing,Jeans,2,UPI,3,Could be better,West Bengal
Home & Kitchen,Water Purifier,3,Credit Card,3,Not bad,Madhya Pradesh
Books,Comics,4,Debit Card,2,Product not as expected,Mizoram
Home & Kitchen,Water Purifier,3,Cash on Delivery,4,Good quality,Karnataka
Clothing,Saree,1,Debit Card,1,Very bad product,Goa
Clothing,Saree,1,Debit Card,5,Excellent product!,Manipur
Books,Science Textbook,2,Credit Card,3,Could be better,Rajasthan
Electronics,Headphones,4,Debit Card,1,Waste of money,Andhra Pradesh
Beauty,Shampoo,1,UPI,1,Very bad product,Assam
Beauty,Face Cream,4,Cash on Delivery,5,Loved it!,West Bengal
Books,Biography,5,Cash on Delivery,5,Excellent product!,Meghalaya
Beauty,Lipstick,4,Credit Card,1,Waste of money,Assam
Home & Kitchen,Mixer Grinder,4,Credit Card,3,Could be better,Gujarat
Books,Fiction Novel,3,Cash on Delivery,5,Loved it!,Arunachal Pradesh
Clothing,Sneakers,3,Debit Card,3,Not bad,Rajasthan
Home & Kitchen,Water Purifier,4,Debit Card,4,Pretty decent,Chhattisgarh
Electronics,Laptop,5,Cash on Delivery,4,Value for money,Gujarat
Clothing,Jacket,2,Debit Card,4,Satisfied with the product,Chhattisgarh
Home & Kitchen,Air Fryer,5,Debit Card,2,Poor packaging,Assam
Electronics,Smartwatch,2,UPI,2,Poor packaging,Goa
Clothing,T-Shirt,1,UPI,1,Terrible experience,Odisha
Home & Kitchen,Mixer Grinder,4,UPI,5,Excellent product!,Nagaland
Books,Comics,2,Credit Card,1,Terrible experience,Uttarakhand
Beauty,Hair Dryer,1,Credit Card,2,Product not as expected,Uttar Pradesh
Books,Fiction Novel,3,Cash on Delivery,4,Good quality,Gujarat
Beauty,Hair Dryer,2,UPI,3,Average,Haryana
Beauty,Lipstick,3,Credit Card,4,Pretty decent,Mizoram
Home & Kitchen,Air Fryer,2,UPI,3,Okay product,Assam
Clothing,Saree,2,UPI,1,Waste of money,Maharashtra
Beauty,Hair Dryer,4,UPI,3,Fair deal,Telangana
Beauty,Face Cream,1,Cash on Delivery,5,Highly recommend!,Manipur
Books,Biography,2,Credit Card,4,Good quality,Jharkhand
Electronics,Tablet,4,Debit Card,5,Fantastic quality!,Goa
Books,Children's Book,4,UPI,3,Not bad,Telangana
Clothing,Jacket,2,Credit Card,2,Product not as expected,Gujarat
Books,Biography,4,UPI,2,Disappointed,Haryana
Books,Science Textbook,1,Credit Card,2,Poor packaging,Maharashtra
Clothing,Saree,3,Debit Card,3,Could be better,Goa
Electronics,Laptop,4,UPI,5,Fantastic quality!,Punjab
Electronics,Smartwatch,1,UPI,4,Satisfied with the product,Haryana
Beauty,Face Cream,1,Debit Card,1,Defective item,Jharkhand
Home & Kitchen,Vacuum Cleaner,5,Cash on Delivery,5,Highly recommend!,Jharkhand
Electronics,Smartwatch,4,Debit Card,5,Excellent product!,Odisha
Books,Children's Book,1,Cash on Delivery,4,Satisfied with the product,Manipur
Electronics,Tablet,3,Cash on Delivery,1,Never buying again,Rajasthan
Home & Kitchen,Mixer Grinder,5,Cash on Delivery,4,Satisfied with the product,Gujarat
Clothing,Sneakers,4,Debit Card,2,Disappointed,Himachal Pradesh
Clothing,Jeans,3,Debit Card,3,Not bad,West Bengal
Beauty,Hair Dryer,3,Cash on Delivery,5,Worth every rupee!,Uttar Pradesh
Clothing,Saree,2,Cash on Delivery,4,Would buy again,Meghalaya
Books,Science Textbook,3,Cash on Delivery,5,Loved it!,Assam
Home & Kitchen,Mixer Grinder,1,Credit Card,4,Pretty decent,Kerala
Clothing,T-Shirt,3,Cash on Delivery,4,Value for money,Madhya Pradesh
Beauty,Shampoo,5,Cash on Delivery,5,Worth every rupee!,Madhya Pradesh
Home & Kitchen,Vacuum Cleaner,4,UPI,5,Highly recommend!,Goa
Electronics,Smartphone,1,Debit Card,5,Fantastic quality!,Meghalaya
Books,Science Textbook,1,UPI,4,Satisfied with the product,Manipur
Electronics,Tablet,1,Cash on Delivery,3,Fair deal,Maharashtra
Home & Kitchen,Air Fryer,1,Cash on Delivery,5,Highly recommend!,Mizoram
Electronics,Smartphone,5,Debit Card,2,Product not as expected,Punjab
Clothing,Jacket,4,Cash on Delivery,3,Average,Telangana
Electronics,Tablet,2,UPI,2,Quality could improve,Maharashtra
Home & Kitchen,Mixer Grinder,4,Debit Card,3,Fair deal,Tripura
Beauty,Lipstick,4,Credit Card,1,Very bad product,Chhattisgarh
Clothing,Sneakers,3,Debit Card,4,Satisfied with the product,Uttarakhand
Clothing,Sneakers,5,UPI,1,Waste of money,Uttar Pradesh
Books,Children's Book,2,Debit Card,3,Okay product,Meghalaya
Home & Kitchen,Cookware Set,4,Debit Card,5,Loved it!,Andhra Pradesh
Clothing,Sneakers,3,Cash on Delivery,4,Good quality,Tripura
Books,Fiction Novel,5,Credit Card,4,Satisfied with the product,Madhya Pradesh
Clothing,Sneakers,5,UPI,2,Not satisfied,Maharashtra
Books,Science Textbook,5,Credit Card,5,Excellent product!,West Bengal
Books,Children's Book,2,Credit Card,2,Disappointed,Assam
Clothing,T-Shirt,3,Credit Card,1,Defective item,Tripura
Books,Children's Book,5,Credit Card,1,Never buying again,Jharkhand
Electronics,Headphones,4,Cash on Delivery,5,Fantastic quality!,Punjab
Electronics,Tablet,1,Cash on Delivery,3,Average,Nagaland
Electronics,Laptop,3,Debit Card,1,Waste of money,Chhattisgarh
Electronics,Tablet,5,Debit Card,3,Average,Nagaland
Clothing,T-Shirt,3,UPI,5,Loved it!,Telangana
Home & Kitchen,Vacuum Cleaner,1,Debit Card,1,Never buying again,Goa
Electronics,Laptop,1,UPI,2,Product not as expected,Himachal Pradesh
Books,Comics,5,UPI,5,Loved it!,Madhya Pradesh
Home & Kitchen,Vacuum Cleaner,2,UPI,5,Fantastic quality!,Manipur
Home & Kitchen,Cookware Set,2,Debit Card,2,Quality could improve,Jharkhand
Home & Kitchen,Air Fryer,3,Credit Card,3,Okay product,Manipur
Electronics,Headphones,5,UPI,4,Value for money,Jharkhand
Clothing,Jeans,4,Cash on Delivery,3,Average,Madhya Pradesh
Books,Biography,4,Credit Card,3,Fair deal,Nagaland
Clothing,Sneakers,4,Debit Card,1,Defective item,Punjab
Electronics,Tablet,3,Cash on Delivery,2,Not satisfied,Meghalaya
Beauty,Face Cream,1,Credit Card,4,Good quality,Assam
Clothing,Sneakers,5,UPI,1,Never buying again,Karnataka
Books,Science Textbook,5,Credit Card,2,Not satisfied,Chhattisgarh
Books,Biography,5,Cash on Delivery,3,Fair deal,Tamil Nadu
Beauty,Perfume,5,Cash on Delivery,3,Okay product,Meghalaya
Clothing,Saree,3,Debit Card,4,Satisfied with the product,Gujarat
Clothing,Saree,3,Cash on Delivery,4,Good quality,Chhattisgarh
Books,Science Textbook,3,Credit Card,1,Waste of money,Gujarat
Beauty,Hair Dryer,3,UPI,1,Waste of money,Andhra Pradesh
Clothing,Sneakers,1,Credit Card,4,Would buy again,Andhra Pradesh
Clothing,Saree,5,Debit Card,2,Disappointed,West Bengal
Home & Kitchen,Mixer Grinder,1,Credit Card,2,Quality could improve,Mizoram
Books,Biography,5,UPI,3,Fair deal,Telangana
Home & Kitchen,Cookware Set,1,UPI,1,Waste of money,Telangana
Home & Kitchen,Cookware Set,1,UPI,5,Highly recommend!,Kerala
Books,Comics,4,Cash on Delivery,3,Okay product,Meghalaya
Electronics,Smartphone,4,Debit Card,1,Defective item,Madhya Pradesh
Home & Kitchen,Water Purifier,4,Debit Card,2,Product not as expected,Maharashtra
Beauty,Hair Dryer,4,Cash on Delivery,4,Pretty decent,Madhya Pradesh
Books,Children's Book,5,Credit Card,1,Terrible experience,Telangana
Home & Kitchen,Water Purifier,4,UPI,5,Fantastic quality!,Kerala
Electronics,Laptop,1,Debit Card,4,Value for money,Madhya Pradesh
Beauty,Lipstick,4,Cash on Delivery,5,Worth every rupee!,Meghalaya
Home & Kitchen,Air Fryer,3,UPI,4,Pretty decent,Jharkhand
Beauty,Face Cream,3,UPI,1,Defective item,Rajasthan
Books,Children's Book,1,Cash on Delivery,4,Pretty decent,Odisha
Books,Science Textbook,4,Debit Card,5,Loved it!,Assam
Books,Science Textbook,5,Credit Card,2,Quality could improve,Maharashtra
Beauty,Perfume,5,UPI,4,Satisfied with the product,Arunachal Pradesh
Beauty,Face Cream,4,Credit Card,3,Could be better,Bihar
Books,Fiction Novel,1,Cash on Delivery,2,Poor packaging,Madhya Pradesh
Clothing,T-Shirt,1,Debit Card,4,Value for money,Odisha
Clothing,Jeans,5,Debit Card,5,Highly recommend!,Goa
Home & Kitchen,Vacuum Cleaner,2,UPI,2,Not satisfied,Gujarat
Clothing,Sneakers,3,Credit Card,2,Disappointed,Tripura
Beauty,Perfume,3,UPI,4,Good quality,Maharashtra
Clothing,Sneakers,5,UPI,4,Good quality,Himachal Pradesh
Books,Children's Book,3,Debit Card,3,Okay product,Tripura
Home & Kitchen,Water Purifier,3,Debit Card,1,Never buying again,Tripura
Beauty,Perfume,3,Cash on Delivery,3,Fair deal,Telangana
Electronics,Smartwatch,3,Cash on Delivery,4,Satisfied with the product,Kerala
Books,Fiction Novel,4,UPI,4,Satisfied with the product,Mizoram
Beauty,Face Cream,4,UPI,5,Highly recommend!,Tamil Nadu
Electronics,Laptop,2,UPI,2,Poor packaging,Meghalaya
Clothing,Saree,2,Credit Card,3,Fair deal,Rajasthan
Home & Kitchen,Mixer Grinder,3,UPI,4,Pretty decent,Tamil Nadu
Clothing,T-Shirt,3,Credit Card,1,Terrible experience,Kerala
Beauty,Face Cream,5,Credit Card,1,Waste of money,Tamil Nadu
Books,Biography,4,UPI,1,Waste of money,Arunachal Pradesh
Books,Comics,1,Debit Card,4,Pretty decent,Rajasthan
Clothing,Jacket,5,UPI,2,Not satisfied,Madhya Pradesh
Beauty,Face Cream,5,UPI,4,Value for money,Maharashtra
Beauty,Shampoo,3,UPI,1,Very bad product,Telangana
Home & Kitchen,Air Fryer,2,Cash on Delivery,1,Terrible experience,Haryana
Electronics,Headphones,1,Cash on Delivery,4,Value for money,Haryana
Beauty,Face Cream,2,UPI,4,Good quality,Meghalaya
Home & Kitchen,Water Purifier,3,Debit Card,4,Pretty decent,Arunachal Pradesh
Electronics,Smartphone,3,Credit Card,2,Poor packaging,Uttarakhand
Clothing,T-Shirt,3,Credit Card,2,Disappointed,Kerala
Home & Kitchen,Water Purifier,4,Credit Card,5,Fantastic quality!,Rajasthan
Clothing,Jeans,4,Cash on Delivery,5,Loved it!,Tamil Nadu
Clothing,Jeans,3,Debit Card,3,Fair deal,Sikkim
Home & Kitchen,Water Purifier,5,Debit Card,5,Loved it!,Andhra Pradesh
Electronics,Tablet,3,Credit Card,5,Highly recommend!,Tamil Nadu
Home & Kitchen,Water Purifier,5,Debit Card,4,Pretty decent,Sikkim
Beauty,Shampoo,4,Debit Card,1,Terrible experience,Rajasthan
Electronics,Headphones,4,Debit Card,1,Never buying again,Chhattisgarh
Clothing,Sneakers,3,Debit Card,2,Disappointed,Himachal Pradesh
Beauty,Hair Dryer,1,Credit Card,5,Excellent product!,Punjab
Beauty,Lipstick,5,Debit Card,3,Okay product,Manipur
Home & Kitchen,Vacuum Cleaner,2,Credit Card,2,Disappointed,Sikkim
Home & Kitchen,Air Fryer,1,Cash on Delivery,2,Poor packaging,Chhattisgarh
Home & Kitchen,Air Fryer,4,Debit Card,3,Could be better,Himachal Pradesh
Home & Kitchen,Vacuum Cleaner,4,Credit Card,5,Excellent product!,Haryana
Beauty,Lipstick,5,Debit Card,2,Disappointed,Punjab
Books,Children's Book,1,UPI,3,Okay product,Odisha
Books,Fiction Novel,5,Cash on Delivery,5,Excellent product!,Sikkim
Home & Kitchen,Cookware Set,4,UPI,1,Never buying again,Uttarakhand
Beauty,Hair Dryer,2,Cash on Delivery,2,Disappointed,Goa
Books,Fiction Novel,4,Cash on Delivery,3,Average,Andhra Pradesh
Clothing,Saree,2,Cash on Delivery,1,Terrible experience,Bihar
Home & Kitchen,Cookware Set,2,Credit Card,5,Highly recommend!,Tripura
Clothing,Jeans,1,UPI,2,Quality could improve,Assam
Books,Children's Book,3,Debit Card,5,Excellent product!,Rajasthan
Clothing,T-Shirt,1,Cash on Delivery,3,Average,Tamil Nadu
Books,Biography,3,Debit Card,1,Terrible experience,Madhya Pradesh
Clothing,Jacket,5,UPI,2,Not satisfied,Madhya Pradesh
Clothing,Saree,4,UPI,4,Satisfied with the product,Tamil Nadu
Home & Kitchen,Mixer Grinder,4,Debit Card,4,Pretty decent,Odisha
Clothing,Jeans,2,Cash on Delivery,4,Satisfied with the product,Assam
Beauty,Shampoo,1,Debit Card,5,Worth every rupee!,Mizoram
Clothing,Jeans,2,Debit Card,1,Never buying again,Gujarat
Electronics,Tablet,3,Credit Card,1,Never buying again,Maharashtra
Clothing,Jeans,2,Credit Card,4,Value for money,Goa
Beauty,Hair Dryer,1,Debit Card,1,Very bad product,Uttarakhand
Clothing,Saree,2,Cash on Delivery,4,Satisfied with the product,Maharashtra
Electronics,Laptop,4,Credit Card,1,Never buying again,Himachal Pradesh
Beauty,Hair Dryer,4,Credit Card,4,Good quality,Tamil Nadu
Home & Kitchen,Air Fryer,4,Debit Card,3,Not bad,Jharkhand
Beauty,Face Cream,1,Credit Card,4,Would buy again,Mizoram
Clothing,Jacket,1,UPI,4,Satisfied with the product,Nagaland
